GradorPost,Relationship,Age,days_enrolled,kidsteenHome,Income,Total_Spent,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedOffers,cluster
PostGrad Degree,Relationship,45,411,1,42731.0,244,10,24.4,5,30.0,0,2
PostGrad Degree,Relationship,55,257,2,52854.0,116,7,16.6,5,28.6,0,2
Undergrad Degree,Relationship,36,535,1,22775.0,15,3,5.0,8,33.3,0,0
PostGrad Degree,Relationship,66,483,2,46681.0,425,14,30.4,5,14.3,0,3
PostGrad Degree,Relationship,59,367,1,59821.0,734,20,36.7,8,30.0,0,3
Undergrad Degree,Single,60,537,1,50002.0,638,17,37.5,7,11.8,0,3
Undergrad Degree,Relationship,69,664,0,69755.0,894,21,42.6,1,4.8,0,3
Undergrad Degree,Relationship,45,170,2,44078.0,41,5,8.2,5,40.0,0,2
PostGrad Degree,Relationship,38,527,1,30560.0,31,4,7.8,7,25.0,0,0
PostGrad Degree,Relationship,45,258,2,35924.0,34,4,8.5,5,25.0,0,2
PostGrad Degree,Single,50,439,2,64140.0,1750,13,134.6,5,38.5,4,1
Undergrad Degree,Relationship,33,770,2,56386.0,612,17,36.0,9,47.1,0,3
Undergrad Degree,Relationship,35,420,1,24594.0,29,4,7.2,5,25.0,0,2
PostGrad Degree,Relationship,33,304,1,75774.0,823,20,41.2,4,5.0,0,3
PostGrad Degree,Single,54,427,0,39228.0,20,3,6.7,4,33.3,0,2
PostGrad Degree,Relationship,40,359,1,58494.0,396,14,28.3,6,14.3,0,2
Undergrad Degree,Single,33,173,0,58684.0,813,20,40.6,2,5.0,1,3
Undergrad Degree,Single,47,567,0,57136.0,1179,19,62.1,6,5.3,1,1
PostGrad Degree,Single,64,154,2,56551.0,138,7,19.7,4,42.9,0,2
Undergrad Degree,Relationship,32,283,1,22448.0,55,6,9.2,3,50.0,0,2
Undergrad Degree,Single,53,838,0,82014.0,1511,21,72.0,6,4.8,1,1
Undergrad Degree,Single,51,880,2,34213.0,117,6,19.5,9,50.0,1,0
Undergrad Degree,Relationship,37,586,0,115000.0,1730,28,61.8,1,0.0,0,1
PostGrad Degree,Single,67,502,1,25358.0,32,4,8.0,6,50.0,0,2
PostGrad Degree,Single,36,125,1,35544.0,67,5,13.4,7,20.0,0,2
PostGrad Degree,Relationship,60,557,1,36634.0,335,12,27.9,7,25.0,0,0
PostGrad Degree,Relationship,60,307,1,62670.0,825,21,39.3,3,4.8,0,3
PostGrad Degree,Relationship,42,500,1,50334.0,694,17,40.8,6,35.3,0,3
Undergrad Degree,Single,33,166,0,72066.0,1792,16,112.0,2,6.2,3,1
PostGrad Degree,Single,56,669,2,50729.0,496,15,33.1,6,60.0,0,3
Undergrad Degree,Relationship,46,570,2,34916.0,231,9,25.7,9,44.4,0,0
Undergrad Degree,Single,38,191,1,64892.0,902,22,41.0,4,9.1,0,3
Undergrad Degree,Single,48,66,2,43602.0,68,6,11.3,6,50.0,0,2
PostGrad Degree,Single,25,392,0,33996.0,71,5,14.2,4,20.0,0,2
PostGrad Degree,Single,29,535,1,41473.0,76,5,15.2,7,20.0,0,0
PostGrad Degree,Relationship,47,473,2,63246.0,772,21,36.8,4,4.8,0,3
PostGrad Degree,Relationship,55,342,2,36732.0,47,6,7.8,2,50.0,0,2
PostGrad Degree,Relationship,44,382,1,69084.0,1586,23,69.0,8,8.7,0,1
PostGrad Degree,Relationship,47,652,1,77766.0,1529,32,47.8,6,6.2,2,3
PostGrad Degree,Single,29,494,0,37929.0,265,11,24.1,7,18.2,3,0
Undergrad Degree,Relationship,63,576,0,86610.0,1603,17,94.3,2,5.9,0,1
PostGrad Degree,Relationship,28,400,0,80141.0,2091,21,99.6,6,4.8,2,1
PostGrad Degree,Relationship,59,640,0,72635.0,981,20,49.0,3,5.0,1,3
Undergrad Degree,Relationship,44,744,1,69016.0,1533,30,51.1,5,13.3,0,3
PostGrad Degree,Relationship,23,738,0,20193.0,82,6,13.7,4,16.7,0,0
Undergrad Degree,Relationship,39,621,1,27573.0,244,10,24.4,8,40.0,0,0
Undergrad Degree,Single,35,527,1,15862.0,36,4,9.0,8,25.0,0,0
PostGrad Degree,Relationship,38,369,1,49544.0,404,14,28.9,7,14.3,0,2
Undergrad Degree,Relationship,34,317,1,33228.0,71,5,14.2,7,20.0,0,2
Undergrad Degree,Relationship,36,483,0,70440.0,1572,22,71.5,3,4.5,1,1
Undergrad Degree,Relationship,43,323,2,38232.0,122,7,17.4,5,57.1,0,2
PostGrad Degree,Relationship,59,1000,2,22554.0,41,6,6.8,5,66.7,0,0
PostGrad Degree,Relationship,31,244,1,23536.0,10,3,3.3,3,33.3,0,2
Undergrad Degree,Relationship,62,407,1,49413.0,304,11,27.6,5,18.2,0,2
Undergrad Degree,Relationship,45,256,2,42231.0,37,4,9.2,5,25.0,0,2
PostGrad Degree,Single,34,850,0,78789.0,1754,15,116.9,2,6.7,1,1
Undergrad Degree,Relationship,46,501,1,56534.0,815,21,38.8,8,19.0,3,3
Undergrad Degree,Single,43,614,1,58350.0,1001,23,43.5,6,17.4,0,3
Undergrad Degree,Single,25,505,0,81217.0,1157,21,55.1,1,4.8,0,3
Undergrad Degree,Single,63,505,1,49090.0,688,18,38.2,7,16.7,0,3
PostGrad Degree,Single,27,547,0,61787.0,1319,18,73.3,5,5.6,0,1
PostGrad Degree,Relationship,29,655,1,18169.0,21,3,7.0,8,33.3,0,0
PostGrad Degree,Single,33,831,1,24336.0,31,3,10.3,7,33.3,0,0
Undergrad Degree,Relationship,24,705,0,18222.0,67,5,13.4,8,20.0,0,0
Undergrad Degree,Single,62,562,1,62335.0,708,19,37.3,2,10.5,0,3
PostGrad Degree,Relationship,43,808,2,42033.0,25,3,8.3,7,33.3,0,0
PostGrad Degree,Relationship,31,647,0,86580.0,746,11,67.8,1,0.0,1,3
PostGrad Degree,Single,57,805,2,41437.0,32,4,8.0,7,25.0,0,0
PostGrad Degree,Single,63,217,2,73705.0,1695,23,73.7,5,8.7,0,1
Undergrad Degree,Relationship,38,827,1,61064.0,1080,23,47.0,6,21.7,0,3
PostGrad Degree,Relationship,59,251,2,38452.0,72,6,12.0,7,50.0,0,2
Undergrad Degree,Single,25,381,1,18358.0,57,7,8.1,7,42.9,0,2
PostGrad Degree,Relationship,41,260,1,55012.0,660,19,34.7,5,31.6,0,3
Undergrad Degree,Relationship,41,1030,1,9722.0,103,7,14.7,8,57.1,1,0
PostGrad Degree,Relationship,30,439,1,38175.0,153,8,19.1,7,37.5,0,2
PostGrad Degree,Relationship,58,807,1,58656.0,1220,28,43.6,6,14.3,1,3
Undergrad Degree,Relationship,49,842,1,52117.0,279,11,25.4,7,18.2,0,0
Undergrad Degree,Relationship,36,308,1,64813.0,745,19,39.2,5,5.3,0,3
PostGrad Degree,Relationship,41,337,1,54222.0,264,11,24.0,3,9.1,0,2
Undergrad Degree,Relationship,28,172,0,83512.0,2157,21,102.7,1,4.8,5,1
PostGrad Degree,Relationship,55,465,1,77520.0,1526,22,69.4,4,4.5,4,1
Undergrad Degree,Relationship,36,458,1,41154.0,69,5,13.8,5,20.0,0,2
Undergrad Degree,Relationship,48,786,0,80398.0,1597,25,63.9,3,4.0,1,1
Undergrad Degree,Single,22,191,1,18746.0,64,6,10.7,6,33.3,0,2
Undergrad Degree,Relationship,30,753,1,35196.0,497,12,41.4,8,50.0,0,0
Undergrad Degree,Single,58,565,1,60230.0,1067,15,71.1,5,13.3,0,1
Undergrad Degree,Relationship,37,123,2,22108.0,31,5,6.2,7,40.0,0,2
Undergrad Degree,Relationship,40,576,2,44392.0,211,9,23.4,7,55.6,0,0
PostGrad Degree,Relationship,38,741,1,55424.0,877,21,41.8,6,19.0,2,3
Undergrad Degree,Relationship,35,692,1,17688.0,11,3,3.7,8,33.3,0,0
PostGrad Degree,Relationship,31,700,0,92491.0,2034,24,84.8,3,4.2,4,1
Undergrad Degree,Single,23,357,0,90273.0,1991,18,110.6,2,5.6,4,1
PostGrad Degree,Single,52,305,0,82571.0,1686,24,70.2,2,0.0,1,1
PostGrad Degree,Single,32,312,1,38513.0,324,12,27.0,8,41.7,1,2
PostGrad Degree,Single,35,232,1,16653.0,69,6,11.5,6,50.0,1,2
Undergrad Degree,Relationship,59,768,2,42586.0,252,11,22.9,8,45.5,1,0
Undergrad Degree,Single,49,523,1,23529.0,54,4,13.5,6,25.0,0,0
PostGrad Degree,Relationship,53,490,2,74881.0,964,23,41.9,5,17.4,0,3
Undergrad Degree,Relationship,63,657,1,71107.0,1327,26,51.0,4,7.7,0,3
PostGrad Degree,Relationship,50,258,2,46910.0,68,5,13.6,6,40.0,0,2
Undergrad Degree,Relationship,55,708,0,18690.0,60,4,15.0,8,25.0,0,0
Undergrad Degree,Single,59,588,2,37244.0,55,4,13.8,7,25.0,1,0
Undergrad Degree,Relationship,48,3,0,82427.0,1456,20,72.8,1,5.0,1,1
PostGrad Degree,Single,56,549,1,75342.0,563,17,33.1,4,5.9,0,3
Undergrad Degree,Single,60,656,1,70044.0,1504,22,68.4,5,18.2,0,1
Undergrad Degree,Single,47,226,2,79146.0,564,17,33.2,6,11.8,0,3
Undergrad Degree,Relationship,51,375,0,77437.0,1125,22,51.1,1,4.5,1,3
Undergrad Degree,Relationship,55,196,1,54984.0,358,13,27.5,7,30.8,1,2
PostGrad Degree,Relationship,43,389,1,42403.0,42,4,10.5,8,25.0,0,2
Undergrad Degree,Relationship,50,226,1,55761.0,184,8,23.0,6,25.0,1,2
Undergrad Degree,Relationship,31,597,1,37292.0,460,14,32.9,8,35.7,0,3
PostGrad Degree,Single,69,192,0,45576.0,145,7,20.7,8,14.3,1,2
Undergrad Degree,Relationship,67,689,0,70321.0,1376,24,57.3,4,4.2,1,3
PostGrad Degree,Single,45,685,1,58086.0,792,21,37.7,8,9.5,0,3
Undergrad Degree,Relationship,62,771,0,81795.0,1382,22,62.8,2,4.5,0,1
Undergrad Degree,Relationship,67,746,0,28389.0,28,3,9.3,7,33.3,0,0
PostGrad Degree,Relationship,68,434,0,66835.0,1033,23,44.9,2,4.3,0,3
Undergrad Degree,Single,45,556,1,69901.0,882,20,44.1,5,15.0,0,3
PostGrad Degree,Relationship,65,643,0,80360.0,2231,13,171.6,2,15.4,3,1
PostGrad Degree,Relationship,53,781,1,63342.0,1101,16,68.8,6,18.8,2,1
Undergrad Degree,Relationship,40,727,1,44989.0,369,11,33.5,6,45.5,0,0
PostGrad Degree,Single,34,282,1,31859.0,48,4,12.0,7,25.0,0,2
PostGrad Degree,Single,65,369,1,51569.0,467,15,31.1,8,26.7,2,3
Undergrad Degree,Single,43,711,2,30372.0,44,5,8.8,7,60.0,0,0
Undergrad Degree,Single,35,629,2,16014.0,38,6,6.3,3,66.7,0,0
Undergrad Degree,Relationship,46,543,2,41120.0,81,6,13.5,6,50.0,0,0
PostGrad Degree,Single,43,607,1,39763.0,167,8,20.9,9,25.0,1,0
PostGrad Degree,Relationship,59,62,2,38725.0,45,5,9.0,4,40.0,0,2
Undergrad Degree,Relationship,42,559,1,77981.0,664,18,36.9,5,16.7,0,3
PostGrad Degree,Relationship,50,423,1,62905.0,622,17,36.6,4,17.6,0,3
PostGrad Degree,Single,35,429,1,13533.0,48,5,9.6,7,40.0,0,2
Undergrad Degree,Relationship,39,409,1,59481.0,461,14,32.9,2,14.3,0,3
Undergrad Degree,Relationship,37,473,1,72117.0,1073,25,42.9,5,4.0,0,3
PostGrad Degree,Relationship,28,515,1,21955.0,55,6,9.2,6,33.3,0,0
Undergrad Degree,Relationship,58,620,1,67131.0,976,23,42.4,6,13.0,0,3
PostGrad Degree,Single,34,173,1,36802.0,20,4,5.0,5,25.0,0,2
Undergrad Degree,Relationship,32,488,0,71853.0,1149,16,71.8,1,6.2,0,1
Undergrad Degree,Relationship,53,174,0,28249.0,43,5,8.6,6,20.0,0,2
PostGrad Degree,Relationship,39,412,1,47808.0,224,8,28.0,7,25.0,1,2
PostGrad Degree,Single,40,809,1,25509.0,101,6,16.8,9,50.0,1,0
PostGrad Degree,Relationship,68,597,0,51012.0,209,9,23.2,6,11.1,0,0
Undergrad Degree,Single,29,940,0,70596.0,968,20,48.4,2,5.0,0,3
PostGrad Degree,Relationship,62,487,0,85431.0,1165,16,72.8,0,6.2,0,1
Undergrad Degree,Relationship,47,263,1,42664.0,24,4,6.0,6,25.0,0,2
Undergrad Degree,Relationship,59,768,2,42586.0,252,11,22.9,8,45.5,1,0
Undergrad Degree,Single,29,829,1,29760.0,165,8,20.6,8,50.0,0,0
PostGrad Degree,Relationship,37,784,0,28973.0,269,11,24.5,8,18.2,0,0
PostGrad Degree,Relationship,41,546,1,39435.0,102,6,17.0,7,16.7,0,0
PostGrad Degree,Relationship,30,697,0,65370.0,461,18,25.6,1,5.6,0,3
Undergrad Degree,Single,35,719,1,20194.0,47,5,9.4,6,40.0,0,0
PostGrad Degree,Single,38,292,2,42473.0,144,7,20.6,5,42.9,0,2
Undergrad Degree,Relationship,46,783,0,64590.0,1338,23,58.2,6,4.3,0,3
Undergrad Degree,Relationship,55,373,1,71232.0,917,23,39.9,7,8.7,0,3
Undergrad Degree,Relationship,43,704,2,34600.0,318,12,26.5,8,41.7,1,0
Undergrad Degree,Single,47,1000,2,46904.0,253,10,25.3,8,40.0,0,0
Undergrad Degree,Relationship,41,806,1,49094.0,502,15,33.5,6,33.3,0,0
Undergrad Degree,Relationship,31,450,1,36075.0,119,6,19.8,6,16.7,0,2
PostGrad Degree,Relationship,35,830,2,60839.0,1250,16,78.1,8,81.2,0,1
Undergrad Degree,Relationship,35,663,1,77298.0,969,23,42.1,3,4.3,0,3
Undergrad Degree,Relationship,64,577,2,34026.0,76,6,12.7,5,50.0,0,0
PostGrad Degree,Single,51,2,2,48918.0,62,5,12.4,4,40.0,0,2
PostGrad Degree,Relationship,52,478,0,82122.0,1382,25,55.3,1,4.0,1,3
Undergrad Degree,Single,38,157,1,37697.0,84,6,14.0,6,16.7,0,2
Undergrad Degree,Relationship,62,511,2,34074.0,255,9,28.3,6,55.6,1,0
PostGrad Degree,Relationship,54,540,2,28520.0,43,4,10.8,6,25.0,0,0
Undergrad Degree,Single,59,636,1,62535.0,398,13,30.6,3,7.7,0,0
PostGrad Degree,Single,37,234,1,36273.0,76,6,12.7,6,33.3,0,2
Undergrad Degree,Relationship,50,183,2,63404.0,902,13,69.4,4,15.4,1,1
PostGrad Degree,Relationship,33,304,1,75774.0,823,20,41.2,4,5.0,0,3
Undergrad Degree,Relationship,38,162,1,78416.0,1179,24,49.1,3,8.3,0,3
Undergrad Degree,Relationship,40,783,1,75702.0,1921,28,68.6,6,3.6,1,1
PostGrad Degree,Relationship,63,587,2,59385.0,185,8,23.1,5,25.0,0,0
Undergrad Degree,Single,48,626,2,37070.0,433,14,30.9,7,64.3,1,3
Undergrad Degree,Relationship,63,66,2,44689.0,34,4,8.5,7,50.0,1,2
Undergrad Degree,Relationship,56,487,1,53977.0,907,22,41.2,5,22.7,0,3
PostGrad Degree,Single,48,512,2,7144.0,416,25,16.6,0,0.0,0,3
Undergrad Degree,Single,50,609,2,18701.0,44,6,7.3,5,66.7,0,0
Undergrad Degree,Relationship,58,222,0,90369.0,1588,16,99.2,1,6.2,1,1
PostGrad Degree,Single,40,939,0,63159.0,1797,16,112.3,3,6.2,1,1
Undergrad Degree,Relationship,48,970,2,37758.0,40,4,10.0,8,50.0,0,0
PostGrad Degree,Single,51,750,1,46757.0,1143,15,76.2,9,40.0,0,1
PostGrad Degree,Relationship,45,161,0,79734.0,914,13,70.3,1,7.7,1,1
Undergrad Degree,Relationship,22,685,0,63207.0,1502,11,136.5,7,9.1,1,1
Undergrad Degree,Single,60,660,1,72071.0,1338,17,78.7,2,17.6,0,1
PostGrad Degree,Relationship,31,503,1,21840.0,27,4,6.8,9,25.0,0,2
PostGrad Degree,Relationship,32,434,1,58582.0,763,20,38.2,5,10.0,1,3
Undergrad Degree,Single,63,505,0,72282.0,1331,21,63.4,7,4.8,1,1
Undergrad Degree,Relationship,58,462,2,50387.0,525,16,32.8,5,18.8,0,3
PostGrad Degree,Relationship,53,174,2,32583.0,9,3,3.0,7,33.3,0,2
Undergrad Degree,Relationship,52,155,1,62568.0,953,13,73.3,4,23.1,1,1
PostGrad Degree,Single,43,391,2,44635.0,68,5,13.6,7,40.0,0,2
PostGrad Degree,Single,43,605,2,33316.0,131,7,18.7,6,42.9,0,0
Undergrad Degree,Relationship,46,454,1,63967.0,882,20,44.1,2,15.0,0,3
PostGrad Degree,Relationship,36,971,0,52513.0,1149,23,50.0,7,8.7,0,3
Undergrad Degree,Relationship,45,447,1,25293.0,37,4,9.2,8,25.0,0,2
PostGrad Degree,Single,49,468,1,54111.0,388,13,29.8,5,15.4,0,2
Undergrad Degree,Relationship,28,659,0,78394.0,1428,15,95.2,2,6.7,1,1
PostGrad Degree,Relationship,56,562,0,80739.0,1633,23,71.0,1,4.3,0,1
PostGrad Degree,Relationship,39,563,1,22669.0,173,7,24.7,9,42.9,1,0
Undergrad Degree,Single,27,483,1,29236.0,99,7,14.1,9,28.6,0,2
Undergrad Degree,Relationship,55,631,1,44911.0,215,9,23.9,7,33.3,0,0
PostGrad Degree,Relationship,52,657,1,54693.0,929,23,40.4,6,34.8,0,3
Undergrad Degree,Relationship,40,261,1,48186.0,219,9,24.3,7,33.3,0,2
Undergrad Degree,Relationship,37,392,2,54809.0,174,8,21.8,4,50.0,1,2
Undergrad Degree,Relationship,36,785,2,41580.0,92,6,15.3,5,50.0,0,0
PostGrad Degree,Relationship,44,453,0,80336.0,1052,24,43.8,1,4.2,0,3
Undergrad Degree,Relationship,57,624,1,47743.0,275,11,25.0,6,27.3,1,0
PostGrad Degree,Relationship,59,1003,1,62972.0,587,14,41.9,6,14.3,0,0
PostGrad Degree,Single,60,805,1,57333.0,1662,22,75.5,6,50.0,1,1
PostGrad Degree,Relationship,32,399,1,32313.0,159,8,19.9,9,37.5,0,2
PostGrad Degree,Single,61,640,0,84953.0,1024,17,60.2,2,5.9,4,3
PostGrad Degree,Single,46,227,1,27071.0,35,5,7.0,6,40.0,0,2
PostGrad Degree,Relationship,57,462,0,68148.0,1042,14,74.4,2,7.1,0,1
PostGrad Degree,Relationship,49,512,2,65735.0,395,14,28.2,7,35.7,0,3
PostGrad Degree,Relationship,39,727,0,86836.0,557,22,25.3,5,4.5,4,3
Undergrad Degree,Relationship,24,486,0,30093.0,69,5,13.8,7,20.0,0,2
PostGrad Degree,Relationship,48,35,1,57705.0,486,15,32.4,6,20.0,0,2
Undergrad Degree,Single,26,307,1,25008.0,34,4,8.5,8,50.0,0,2
PostGrad Degree,Single,19,809,0,83257.0,1365,27,50.6,6,3.7,3,3
Undergrad Degree,Relationship,39,566,1,22280.0,13,3,4.3,8,33.3,0,0
PostGrad Degree,Relationship,36,768,0,72159.0,1401,20,70.0,2,5.0,0,1
Undergrad Degree,Relationship,53,400,0,64260.0,1574,13,121.1,3,7.7,1,1
PostGrad Degree,Single,30,423,0,82733.0,1323,19,69.6,4,5.3,1,1
PostGrad Degree,Single,43,363,1,74290.0,1217,28,43.5,6,14.3,2,3
PostGrad Degree,Single,63,749,3,58217.0,103,6,17.2,6,16.7,0,0
PostGrad Degree,Relationship,38,608,0,21024.0,84,6,14.0,7,16.7,0,0
PostGrad Degree,Relationship,42,679,0,70116.0,1536,22,69.8,1,4.5,0,1
Undergrad Degree,Relationship,29,809,1,54006.0,581,16,36.3,7,12.5,0,3
PostGrad Degree,Relationship,48,878,1,69063.0,928,13,71.4,3,7.7,0,1
PostGrad Degree,Single,39,356,0,11448.0,14,3,4.7,6,33.3,0,2
Undergrad Degree,Single,35,516,1,61825.0,424,14,30.3,4,7.1,0,3
Undergrad Degree,Relationship,43,418,1,70886.0,960,13,73.8,2,7.7,0,1
Undergrad Degree,Relationship,32,816,0,69109.0,1555,19,81.8,4,5.3,2,1
Undergrad Degree,Single,41,879,2,60208.0,656,18,36.4,7,61.1,2,3
PostGrad Degree,Relationship,46,545,2,32889.0,55,6,9.2,5,50.0,0,0
Undergrad Degree,Single,30,31,1,34738.0,20,4,5.0,6,25.0,0,2
PostGrad Degree,Relationship,43,1061,1,30538.0,367,13,28.2,10,30.8,0,0
PostGrad Degree,Relationship,37,64,0,82326.0,2257,21,107.5,2,4.8,4,1
PostGrad Degree,Single,47,337,1,26642.0,42,5,8.4,6,40.0,0,2
Undergrad Degree,Single,50,365,1,69932.0,1049,24,43.7,4,8.3,0,3
Undergrad Degree,Single,42,234,2,44503.0,48,5,9.6,6,40.0,0,2
PostGrad Degree,Single,66,673,1,60200.0,685,19,36.1,6,31.6,0,3
Undergrad Degree,Single,62,231,1,49638.0,39,4,9.8,2,25.0,0,2
PostGrad Degree,Single,27,157,0,23830.0,43,4,10.8,7,25.0,0,2
PostGrad Degree,Single,55,842,0,33051.0,835,18,46.4,9,16.7,1,3
Undergrad Degree,Relationship,56,319,0,72905.0,1515,19,79.7,1,5.3,1,1
PostGrad Degree,Relationship,63,655,1,69702.0,1039,24,43.3,4,8.3,0,3
Undergrad Degree,Single,39,509,1,70300.0,1596,23,69.4,8,13.0,0,1
PostGrad Degree,Relationship,30,782,0,70643.0,1828,17,107.5,6,5.9,1,1
PostGrad Degree,Relationship,45,220,1,30396.0,34,4,8.5,7,50.0,2,2
PostGrad Degree,Single,46,232,1,50616.0,149,8,18.6,7,25.0,0,2
PostGrad Degree,Single,45,566,1,62772.0,946,22,43.0,2,4.5,1,3
PostGrad Degree,Single,29,201,0,30298.0,28,5,5.6,3,20.0,0,2
Undergrad Degree,Single,30,1000,1,52413.0,450,15,30.0,7,13.3,0,0
PostGrad Degree,Relationship,57,321,2,44155.0,46,4,11.5,4,25.0,0,2
PostGrad Degree,Single,43,513,0,86979.0,1702,15,113.5,2,6.7,2,1
Undergrad Degree,Relationship,39,453,2,76532.0,820,21,39.0,5,19.0,0,3
Undergrad Degree,Relationship,32,648,1,42081.0,382,13,29.4,6,15.4,1,0
PostGrad Degree,Relationship,26,827,0,67546.0,2126,19,111.9,3,5.3,0,1
PostGrad Degree,Relationship,25,304,0,88420.0,2069,19,108.9,1,5.3,3,1
Undergrad Degree,Relationship,29,678,1,31158.0,72,5,14.4,8,40.0,0,0
Undergrad Degree,Single,46,275,1,61671.0,732,20,36.6,8,40.0,2,3
Undergrad Degree,Single,40,194,0,69719.0,801,10,80.1,1,10.0,0,1
Undergrad Degree,Single,65,412,1,49160.0,236,10,23.6,6,20.0,0,2
Undergrad Degree,Relationship,36,818,1,24882.0,80,4,20.0,6,25.0,1,0
PostGrad Degree,Single,60,250,0,90933.0,1685,14,120.4,1,7.1,1,1
PostGrad Degree,Single,69,192,0,113734.0,277,27,10.3,1,0.0,0,3
PostGrad Degree,Relationship,64,541,1,59292.0,507,16,31.7,3,12.5,0,3
PostGrad Degree,Relationship,50,651,2,45759.0,68,5,13.6,7,40.0,0,0
Undergrad Degree,Single,31,237,0,22148.0,49,4,12.2,7,25.0,0,2
PostGrad Degree,Relationship,27,263,0,73395.0,397,14,28.4,2,7.1,0,2
Undergrad Degree,Single,43,408,1,29819.0,39,6,6.5,6,50.0,0,2
Undergrad Degree,Relationship,46,315,1,45688.0,306,12,25.5,4,16.7,1,2
Undergrad Degree,Relationship,60,396,0,62820.0,976,13,75.1,1,7.7,0,1
PostGrad Degree,Relationship,43,545,1,60491.0,1028,24,42.8,5,16.7,0,3
Undergrad Degree,Relationship,28,218,1,33235.0,70,6,11.7,7,16.7,0,2
Undergrad Degree,Relationship,55,627,0,35701.0,46,4,11.5,6,25.0,0,0
PostGrad Degree,Relationship,34,436,1,31535.0,51,4,12.8,7,25.0,1,2
PostGrad Degree,Relationship,54,230,0,92556.0,1263,21,60.1,0,0.0,0,1
Undergrad Degree,Single,44,786,1,67384.0,1490,20,74.5,5,10.0,1,1
PostGrad Degree,Relationship,43,783,0,80573.0,1564,23,68.0,2,4.3,0,1
Undergrad Degree,Relationship,47,836,1,77870.0,1815,15,121.0,8,20.0,3,1
PostGrad Degree,Single,51,680,1,52278.0,1198,25,47.9,8,24.0,0,3
Undergrad Degree,Single,46,834,1,57107.0,416,16,26.0,8,43.8,3,0
Undergrad Degree,Relationship,24,658,0,18929.0,85,5,17.0,6,20.0,0,0
PostGrad Degree,Single,33,554,1,36038.0,47,6,7.8,6,33.3,0,0
Undergrad Degree,Single,38,654,0,20180.0,137,7,19.6,7,14.3,0,0
PostGrad Degree,Relationship,49,710,2,34230.0,21,3,7.0,7,33.3,0,0
PostGrad Degree,Single,37,167,1,31878.0,70,5,14.0,3,20.0,0,2
PostGrad Degree,Relationship,42,321,1,70932.0,909,20,45.4,3,10.0,0,3
Undergrad Degree,Single,58,777,0,91249.0,1676,22,76.2,4,0.0,5,1
PostGrad Degree,Single,71,695,0,77598.0,1735,25,69.4,3,4.0,1,1
Undergrad Degree,Single,55,492,2,80982.0,1191,27,44.1,5,11.1,0,3
PostGrad Degree,Relationship,37,576,1,22701.0,24,4,6.0,5,25.0,0,0
PostGrad Degree,Relationship,45,743,1,55212.0,1182,17,69.5,8,17.6,2,1
Undergrad Degree,Relationship,44,531,0,70617.0,1280,13,98.5,2,7.7,0,1
Undergrad Degree,Single,57,753,0,64849.0,1336,18,74.2,5,5.6,1,1
PostGrad Degree,Relationship,49,537,2,62694.0,749,19,39.4,7,26.3,0,3
PostGrad Degree,Relationship,40,381,2,61917.0,91,6,15.2,5,16.7,0,2
PostGrad Degree,Relationship,67,434,1,67472.0,414,13,31.8,3,15.4,0,2
PostGrad Degree,Relationship,32,158,1,21059.0,44,6,7.3,6,50.0,0,2
PostGrad Degree,Relationship,46,336,2,29543.0,63,6,10.5,7,33.3,0,2
Undergrad Degree,Relationship,63,489,1,75903.0,901,21,42.9,3,9.5,0,3
PostGrad Degree,Relationship,39,910,2,34984.0,38,4,9.5,7,50.0,0,0
PostGrad Degree,Single,58,429,1,54998.0,455,15,30.3,4,33.3,1,3
PostGrad Degree,Single,65,747,1,54356.0,775,21,36.9,8,14.3,1,3
PostGrad Degree,Relationship,55,258,1,34242.0,15,3,5.0,5,33.3,0,2
Undergrad Degree,Relationship,41,462,1,25410.0,38,5,7.6,4,20.0,0,2
PostGrad Degree,Relationship,30,187,0,73356.0,1512,21,72.0,2,4.8,4,1
Undergrad Degree,Relationship,64,691,1,28320.0,43,4,10.8,8,25.0,0,0
Undergrad Degree,Single,37,881,1,23763.0,42,4,10.5,7,25.0,0,0
Undergrad Degree,Relationship,30,225,0,72570.0,1089,22,49.5,1,4.5,0,3
PostGrad Degree,Relationship,38,813,1,34529.0,162,7,23.1,7,28.6,0,0
Undergrad Degree,Single,63,552,0,70792.0,1272,17,74.8,3,11.8,0,1
Undergrad Degree,Relationship,32,1029,0,63211.0,1173,18,65.2,2,11.1,1,1
PostGrad Degree,Relationship,40,169,1,83891.0,816,21,38.9,1,4.8,0,3
Undergrad Degree,Single,46,615,2,36065.0,74,6,12.3,8,50.0,0,0
Undergrad Degree,Relationship,60,369,1,39898.0,134,7,19.1,7,28.6,0,2
PostGrad Degree,Single,74,486,0,51141.0,157,8,19.6,5,12.5,0,2
Undergrad Degree,Relationship,38,444,1,56939.0,561,16,35.1,3,12.5,0,3
Undergrad Degree,Single,63,1,0,80872.0,1336,18,74.2,1,5.6,0,1
PostGrad Degree,Relationship,38,845,0,72335.0,2092,22,95.1,8,4.5,1,1
PostGrad Degree,Single,50,378,0,61798.0,463,15,30.9,4,6.7,0,3
PostGrad Degree,Single,64,276,0,76842.0,1130,16,70.6,0,6.2,0,1
Undergrad Degree,Relationship,38,323,1,29478.0,20,4,5.0,6,25.0,0,2
Undergrad Degree,Single,58,775,1,46998.0,377,13,29.0,7,38.5,1,0
