,GradorPost,Relationship,Age,days,kidsteenHome,Income,MntTotal,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedCmp,Education,Marital_Status,Dt_Customer,Year_Birth,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,cluster
440,Undergrad Degree,Relationship,25,608,1,28691.0,34,4,8.5,8,25.0,0,Graduation,Married,2013-04-07,1989,1,0,56,5,4,13,8,0,4,1,1,0,3,0,0,0,0,0,0,0,0
441,PostGrad Degree,Relationship,66,351,1,56223.0,156,8,19.5,4,25.0,0,PhD,Married,2013-12-20,1948,0,1,72,77,28,31,16,0,4,2,2,1,5,0,0,0,0,0,0,0,2
442,Undergrad Degree,Relationship,68,546,0,18100.0,14,3,4.7,5,33.3,0,Graduation,Married,2013-06-08,1946,0,0,14,3,1,2,4,3,1,1,0,0,3,0,0,0,0,0,0,0,0
443,Undergrad Degree,Single,25,706,1,30279.0,37,4,9.2,8,25.0,0,Graduation,Single,2012-12-30,1989,1,0,13,10,4,14,4,4,1,1,1,0,3,0,0,0,0,0,0,0,0
444,PostGrad Degree,Relationship,40,264,0,20130.0,34,4,8.5,8,25.0,0,2n Cycle,Married,2014-03-17,1974,0,0,99,0,6,3,7,6,12,1,1,0,3,0,0,0,0,0,0,0,2
445,Undergrad Degree,Single,55,511,0,23295.0,20,3,6.7,8,33.3,0,Graduation,Divorced,2013-07-13,1959,0,0,72,0,0,1,2,12,5,1,1,0,2,0,0,0,0,0,0,0,0
446,PostGrad Degree,Single,42,452,1,42618.0,192,9,21.3,8,22.2,0,Master,Divorced,2013-09-10,1972,1,0,92,76,14,74,13,5,10,2,5,0,4,0,0,0,0,0,0,0,2
447,Undergrad Degree,Single,50,342,0,81246.0,1379,16,86.2,1,6.2,2,Graduation,Single,2013-12-29,1964,0,0,87,398,190,537,61,156,37,1,4,5,7,1,0,0,1,0,0,0,1
448,Undergrad Degree,Relationship,38,456,1,24027.0,48,5,9.6,8,40.0,0,Graduation,Married,2013-09-06,1976,1,0,7,14,7,11,11,0,5,2,2,0,3,0,0,0,0,0,0,0,2
449,PostGrad Degree,Relationship,61,349,1,55707.0,428,14,30.6,3,14.3,0,PhD,Married,2013-12-22,1953,0,1,91,208,7,82,30,66,35,2,3,2,9,0,0,0,0,0,0,0,2
450,Undergrad Degree,Single,59,669,1,57959.0,868,22,39.5,3,22.7,0,Graduation,Single,2013-02-05,1955,0,1,71,430,16,322,43,24,33,5,4,7,11,0,0,0,0,0,0,0,3
451,Undergrad Degree,Relationship,45,658,1,56796.0,1001,24,41.7,7,12.5,0,Graduation,Married,2013-02-16,1969,0,1,24,656,38,161,62,47,37,3,8,9,7,0,0,0,0,0,0,0,3
452,PostGrad Degree,Single,43,415,1,36230.0,59,6,9.8,5,16.7,0,Master,Single,2013-10-17,1971,1,0,17,14,2,30,8,2,3,1,2,0,4,0,0,0,0,0,0,0,2
453,PostGrad Degree,Relationship,34,693,2,70829.0,431,14,30.8,3,14.3,0,2n Cycle,Married,2013-01-12,1980,1,1,87,141,70,106,72,19,23,2,4,2,8,0,0,0,0,0,0,0,0
454,Undergrad Degree,Relationship,38,880,1,65991.0,971,24,40.5,7,12.5,0,Graduation,Married,2012-07-09,1976,0,1,21,507,19,364,25,47,9,3,9,5,10,0,0,0,0,0,0,0,3
455,Undergrad Degree,Relationship,42,838,3,38988.0,348,12,29.0,8,58.3,0,Graduation,Married,2012-08-20,1972,1,2,90,164,24,103,12,3,42,7,5,1,6,0,0,0,0,0,0,0,0
456,PostGrad Degree,Single,48,812,0,89572.0,2059,23,89.5,4,4.3,3,2n Cycle,Single,2012-09-15,1966,0,0,44,606,24,974,197,194,64,1,7,7,9,0,1,0,1,0,0,1,1
457,PostGrad Degree,Relationship,30,701,1,42207.0,265,10,26.5,6,40.0,2,Master,Married,2013-01-04,1984,1,0,71,116,11,72,3,17,46,4,4,1,5,1,0,0,0,0,0,1,0
458,Undergrad Degree,Relationship,62,195,1,50300.0,270,11,24.5,2,18.2,0,Graduation,Married,2014-05-25,1952,0,1,52,143,15,60,24,23,5,2,2,1,8,0,0,0,0,0,0,0,2
459,PostGrad Degree,Relationship,32,802,0,66664.0,1289,18,71.6,3,5.6,0,2n Cycle,Together,2012-09-25,1982,0,0,78,398,96,447,220,96,32,1,5,7,6,0,0,0,0,0,0,0,1
460,Undergrad Degree,Relationship,50,339,1,60597.0,893,12,74.4,7,33.3,2,Graduation,Married,2014-01-01,1964,0,1,2,522,0,257,32,16,66,4,2,2,8,0,0,0,1,0,0,1,1
461,Undergrad Degree,Single,65,440,0,70165.0,926,21,44.1,1,4.8,0,Graduation,Widow,2013-09-22,1949,0,0,60,161,0,253,199,191,122,1,3,7,11,0,0,0,0,0,0,0,3
462,PostGrad Degree,Single,56,312,1,50520.0,135,7,19.3,6,28.6,0,PhD,Widow,2014-01-28,1958,0,1,25,112,0,6,2,1,14,2,3,1,3,0,0,0,0,0,0,0,2
463,Undergrad Degree,Relationship,51,163,0,80124.0,1495,18,83.1,1,5.6,1,Graduation,Married,2014-06-26,1963,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,0,0,0,0,1
464,Undergrad Degree,Relationship,39,285,1,33183.0,120,7,17.1,7,28.6,0,Graduation,Married,2014-02-24,1975,1,0,46,7,5,39,17,15,37,2,4,0,3,0,0,0,0,0,0,0,2
465,PostGrad Degree,Single,45,278,0,66582.0,1288,19,67.8,1,5.3,0,PhD,Single,2014-03-03,1969,0,0,83,789,25,420,16,38,0,1,2,8,9,0,0,0,0,0,0,0,1
466,PostGrad Degree,Relationship,59,592,0,75261.0,1743,16,108.9,2,6.2,3,PhD,Together,2013-04-23,1955,0,0,17,1239,17,413,23,34,17,1,5,6,5,0,1,1,0,0,0,1,1
467,Undergrad Degree,Single,44,766,1,31880.0,15,3,5.0,8,33.3,0,Graduation,Widow,2012-10-31,1970,1,0,13,4,1,5,2,0,3,1,1,0,2,0,0,0,0,0,0,0,0
468,Undergrad Degree,Relationship,63,186,2,53790.0,542,17,31.9,6,17.6,0,Graduation,Married,2014-06-03,1951,0,2,86,335,42,127,28,5,5,3,7,2,8,0,0,0,0,0,0,0,3
469,PostGrad Degree,Relationship,43,843,1,49269.0,890,22,40.5,7,13.6,0,PhD,Together,2012-08-15,1971,1,0,92,639,8,166,11,8,58,3,7,3,12,0,0,0,0,0,0,0,3
470,Undergrad Degree,Relationship,39,619,1,61456.0,1388,29,47.9,4,13.8,0,Graduation,Married,2013-03-27,1975,0,1,47,563,76,384,84,192,89,4,6,10,13,0,0,0,0,0,0,0,3
471,Undergrad Degree,Relationship,34,422,1,37406.0,17,3,5.7,8,33.3,1,Graduation,Married,2013-10-10,1980,1,0,18,2,0,8,2,2,3,1,1,0,2,0,0,0,0,0,0,1,2
472,PostGrad Degree,Relationship,33,972,1,56937.0,906,23,39.4,6,30.4,2,PhD,Together,2012-04-08,1981,1,0,81,746,8,125,11,8,8,7,8,6,9,0,1,0,0,0,0,1,3
473,Undergrad Degree,Relationship,36,673,2,38415.0,44,4,11.0,7,50.0,0,Graduation,Married,2013-02-01,1978,1,1,91,22,1,13,4,0,4,2,1,0,3,0,0,0,0,0,0,0,0
474,Undergrad Degree,Single,26,202,1,20518.0,25,4,6.2,5,25.0,0,Graduation,Single,2014-05-18,1988,1,0,58,4,1,6,4,1,9,1,1,1,2,0,0,0,0,0,0,0,2
475,Undergrad Degree,Relationship,58,656,1,62503.0,973,22,44.2,5,18.2,0,Graduation,Married,2013-02-18,1956,0,1,40,478,0,193,110,75,117,4,8,3,11,0,0,0,0,0,0,0,3
476,PostGrad Degree,Single,42,92,2,41644.0,31,4,7.8,3,50.0,0,PhD,Single,2014-09-05,1972,1,1,67,20,3,4,2,0,2,2,1,0,3,0,0,0,0,0,0,0,2
477,PostGrad Degree,Relationship,37,197,1,55842.0,518,16,32.4,5,6.2,0,Master,Married,2014-05-23,1977,0,1,19,451,0,39,0,4,24,1,7,1,8,0,0,0,0,0,0,0,2
478,PostGrad Degree,Relationship,42,774,1,62010.0,530,15,35.3,5,26.7,0,PhD,Married,2012-10-23,1972,0,1,93,371,22,39,6,0,92,4,6,2,7,0,0,0,0,0,0,0,3
479,Undergrad Degree,Relationship,37,766,1,41124.0,506,14,36.1,8,50.0,0,Graduation,Married,2012-10-31,1977,1,0,41,281,7,84,15,0,119,7,7,3,4,0,0,0,0,0,0,0,0
480,PostGrad Degree,Relationship,41,341,1,38961.0,70,5,14.0,7,20.0,0,Master,Married,2013-12-30,1973,1,0,60,19,7,19,0,1,24,1,2,1,2,0,0,0,0,0,0,0,2
481,PostGrad Degree,Single,42,393,1,37760.0,54,5,10.8,6,20.0,0,Master,Divorced,2013-11-08,1972,1,0,54,26,3,13,2,10,0,1,2,0,3,0,0,0,0,0,0,0,2
482,Undergrad Degree,Single,40,839,1,32233.0,296,10,29.6,9,20.0,2,Graduation,Single,2012-08-19,1974,1,0,26,138,15,35,25,11,72,2,6,2,2,1,0,0,0,0,0,1,0
483,Undergrad Degree,Relationship,39,402,1,43057.0,266,11,24.2,5,36.4,0,Graduation,Married,2013-10-30,1975,0,1,30,213,2,44,0,2,5,4,4,2,5,0,0,0,0,0,0,0,2
484,PostGrad Degree,Relationship,54,787,0,83151.0,747,18,41.5,3,5.6,0,Master,Together,2012-10-10,1960,0,0,93,407,28,100,120,74,18,1,5,9,4,0,0,0,0,0,0,0,3
485,PostGrad Degree,Single,50,813,0,78825.0,895,28,32.0,3,3.6,1,PhD,Divorced,2012-09-14,1964,0,0,35,483,74,114,169,37,18,1,5,10,13,0,0,0,0,0,0,1,3
486,PostGrad Degree,Relationship,38,387,1,65104.0,1053,15,70.2,7,13.3,0,Master,Together,2013-11-14,1976,0,1,4,738,0,232,13,20,50,2,3,5,7,0,0,0,0,0,0,0,1
487,Undergrad Degree,Relationship,40,528,1,60093.0,735,19,38.7,6,10.5,0,Graduation,Married,2013-06-26,1974,0,1,92,502,12,109,16,6,90,2,7,2,10,0,0,0,0,0,0,0,3
488,Undergrad Degree,Relationship,45,314,1,14045.0,20,4,5.0,7,25.0,0,Graduation,Married,2014-01-26,1969,1,0,24,11,0,5,2,1,1,1,1,0,3,0,0,0,0,0,0,0,2
489,PostGrad Degree,Single,62,769,0,28457.0,205,9,22.8,8,11.1,0,2n Cycle,Widow,2012-10-28,1952,0,0,96,24,1,108,29,29,14,1,4,1,4,0,0,0,0,0,0,0,0
490,PostGrad Degree,Relationship,56,803,1,78952.0,2092,19,110.1,6,10.5,0,PhD,Together,2012-09-24,1958,0,1,11,1170,19,594,99,76,134,2,2,5,12,0,0,0,0,0,0,0,1
491,Undergrad Degree,Single,38,999,1,46310.0,309,12,25.8,8,16.7,0,Graduation,Divorced,2012-03-12,1976,1,0,99,185,2,88,15,5,14,2,6,1,5,0,0,0,0,0,0,0,0
492,Undergrad Degree,Relationship,59,652,0,76005.0,1722,21,82.0,6,4.8,1,Graduation,Together,2013-02-22,1955,0,0,72,983,20,389,240,50,40,1,3,5,13,0,0,0,1,0,0,0,1
493,PostGrad Degree,Single,50,370,1,58308.0,900,11,81.8,8,36.4,0,Master,Single,2013-12-01,1964,0,1,77,691,0,69,10,0,130,4,2,6,3,0,0,0,0,0,0,0,1
494,PostGrad Degree,Single,70,374,0,55614.0,682,19,35.9,7,5.3,1,PhD,Divorced,2013-11-27,1944,0,0,85,504,13,131,8,0,26,1,9,4,6,0,1,0,0,0,0,0,3
495,PostGrad Degree,Single,52,602,1,59432.0,663,19,34.9,5,15.8,0,Master,Divorced,2013-04-13,1962,0,1,88,317,25,265,25,19,12,3,5,3,11,0,0,0,0,0,0,0,3
496,Undergrad Degree,Single,36,216,1,55563.0,43,5,8.6,3,20.0,0,Graduation,Divorced,2014-05-04,1978,0,1,22,29,1,9,2,0,2,1,2,0,3,0,0,0,0,0,0,0,2
497,PostGrad Degree,Relationship,43,594,1,78642.0,1816,17,106.8,6,5.9,0,PhD,Together,2013-04-21,1971,0,1,83,1396,0,322,46,35,17,1,4,9,4,0,0,0,0,0,0,0,1
498,PostGrad Degree,Relationship,65,198,1,67911.0,976,24,40.7,3,12.5,0,PhD,Together,2014-05-22,1949,0,1,63,529,0,356,63,28,0,3,6,7,11,0,0,0,0,0,0,0,3
499,Undergrad Degree,Relationship,70,642,0,65275.0,746,20,37.3,2,5.0,0,Graduation,Married,2013-03-04,1944,0,0,9,388,14,218,91,14,21,1,4,3,13,0,0,0,0,0,0,0,3
500,Undergrad Degree,Relationship,64,911,2,27203.0,64,4,16.0,8,50.0,0,Graduation,Together,2012-06-08,1950,1,1,92,13,2,21,4,0,24,2,1,1,2,0,0,0,0,0,0,0,0
501,PostGrad Degree,Relationship,53,386,1,48330.0,32,4,8.0,5,25.0,0,Master,Together,2013-11-15,1961,0,1,2,28,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2
502,Undergrad Degree,Relationship,24,707,0,24279.0,263,8,32.9,8,12.5,0,Basic,Married,2012-12-29,1990,0,0,6,16,36,21,20,62,108,1,4,1,3,0,0,0,0,0,0,0,0
503,PostGrad Degree,Relationship,29,834,1,64355.0,1445,19,76.1,8,10.5,0,PhD,Married,2012-08-24,1985,1,0,66,1047,0,140,67,38,153,2,4,3,12,0,0,0,0,0,0,0,1
504,PostGrad Degree,Relationship,58,533,1,50943.0,46,4,11.5,5,25.0,0,Master,Together,2013-06-21,1956,0,1,49,31,0,7,2,0,6,1,1,0,3,0,0,0,0,0,0,0,0
505,Undergrad Degree,Single,61,878,0,53653.0,1210,26,46.5,6,7.7,0,Graduation,Widow,2012-07-11,1953,0,0,29,815,10,239,28,10,108,2,10,4,12,0,0,0,0,0,0,0,3
506,Undergrad Degree,Relationship,38,662,1,65665.0,945,23,41.1,3,4.3,0,Graduation,Married,2013-02-12,1976,0,1,77,225,162,387,106,36,29,1,5,10,8,0,0,0,0,0,0,0,3
507,Undergrad Degree,Single,25,505,0,81217.0,1157,21,55.1,1,4.8,0,Graduation,Single,2013-07-19,1989,0,0,77,493,70,324,146,40,84,1,3,7,11,0,0,0,0,0,0,0,3
508,Undergrad Degree,Relationship,22,533,0,34935.0,137,7,19.6,7,14.3,0,Graduation,Married,2013-06-21,1992,0,0,71,34,4,66,3,10,20,1,2,1,4,0,0,0,0,0,0,0,0
509,Undergrad Degree,Single,55,720,1,61250.0,730,19,38.4,5,31.6,0,Graduation,Divorced,2012-12-16,1959,0,1,49,382,138,65,60,26,59,6,5,2,12,0,0,0,0,0,0,0,3
510,PostGrad Degree,Relationship,33,560,1,39665.0,216,9,24.0,7,33.3,1,PhD,Together,2013-05-25,1981,1,0,97,127,1,56,0,1,31,3,4,2,3,1,0,0,0,0,0,0,0
511,Undergrad Degree,Single,35,618,1,60152.0,943,22,42.9,3,4.5,0,Graduation,Single,2013-03-28,1979,0,1,6,325,83,300,86,58,91,1,6,4,12,0,0,0,0,0,0,0,3
512,Undergrad Degree,Relationship,50,412,2,48920.0,347,13,26.7,7,23.1,1,Graduation,Married,2013-10-20,1964,0,2,93,238,17,68,8,10,6,3,6,2,5,0,1,0,0,0,0,0,2
513,PostGrad Degree,Relationship,55,264,0,89120.0,1924,18,106.9,1,5.6,1,Master,Together,2014-03-17,1959,0,0,78,1168,92,408,72,129,55,1,5,6,7,0,0,1,0,0,0,0,1
514,PostGrad Degree,Relationship,68,396,1,44124.0,397,13,30.5,8,30.8,0,PhD,Together,2013-11-05,1946,0,1,62,284,0,55,0,6,52,4,6,2,5,0,0,0,0,0,0,0,2
515,PostGrad Degree,Single,39,601,0,81169.0,2089,21,99.5,2,4.8,0,Master,Single,2013-04-14,1975,0,0,47,1288,20,613,80,61,27,1,5,7,9,0,0,0,0,0,0,0,1
516,Undergrad Degree,Relationship,53,644,2,36443.0,138,7,19.7,8,57.1,0,Graduation,Married,2013-03-02,1961,1,1,9,65,0,46,4,3,20,4,3,1,3,0,0,0,0,0,0,0,0
517,Undergrad Degree,Single,24,524,1,26095.0,42,4,10.5,7,25.0,0,Graduation,Single,2013-06-30,1990,1,0,77,11,7,9,3,1,11,1,1,0,3,0,0,0,0,0,0,0,0
518,Undergrad Degree,Relationship,55,470,0,71367.0,777,16,48.6,2,6.2,0,Graduation,Together,2013-08-23,1959,0,0,24,227,23,389,42,21,75,1,4,5,7,0,0,0,0,0,0,0,3
519,PostGrad Degree,Relationship,70,337,0,80184.0,1902,19,100.1,3,5.3,2,Master,Married,2014-01-03,1944,0,0,19,1035,134,670,25,38,0,1,6,3,10,0,0,1,1,0,0,0,1
520,Undergrad Degree,Single,49,313,2,30630.0,52,5,10.4,7,40.0,0,Graduation,Divorced,2014-01-27,1965,1,1,67,27,1,12,2,0,10,2,2,0,3,0,0,0,0,0,0,0,2
521,PostGrad Degree,Single,27,337,0,73454.0,1651,12,137.6,5,8.3,1,Master,Single,2014-01-03,1987,0,0,95,982,73,351,56,14,175,1,2,4,6,1,0,0,0,0,0,0,1
522,Undergrad Degree,Relationship,23,477,0,42691.0,358,12,29.8,5,8.3,0,Graduation,Married,2013-08-16,1991,0,0,48,179,2,64,38,17,58,1,5,1,6,0,0,0,0,0,0,0,2
523,Undergrad Degree,Relationship,61,797,0,70503.0,1727,15,115.1,6,6.7,2,Graduation,Married,2012-09-30,1953,0,0,73,1379,33,216,0,33,66,1,2,4,9,0,1,1,0,0,0,0,1
524,Undergrad Degree,Relationship,27,849,1,25545.0,210,7,30.0,6,42.9,1,Graduation,Married,2012-08-09,1987,1,0,35,32,1,64,16,12,85,3,2,2,3,0,0,0,0,0,0,1,0
525,Undergrad Degree,Relationship,28,968,1,32880.0,42,4,10.5,8,25.0,0,Graduation,Married,2012-04-12,1986,1,0,76,8,4,15,7,6,2,1,1,0,3,0,0,0,0,0,0,0,0
526,PostGrad Degree,Relationship,56,374,0,77863.0,1291,19,67.9,2,5.3,0,PhD,Together,2013-11-27,1958,0,0,20,881,38,319,16,25,12,1,4,5,10,0,0,0,0,0,0,0,1
527,PostGrad Degree,Relationship,37,122,0,50353.0,442,14,31.6,3,7.1,0,Master,Married,2014-08-06,1977,0,0,72,141,15,153,67,31,35,1,4,4,6,0,0,0,0,0,0,0,2
528,Undergrad Degree,Single,50,728,0,61839.0,1895,16,118.4,8,6.2,0,Graduation,Single,2012-12-08,1964,0,0,20,1000,155,379,224,17,120,1,4,8,4,0,0,0,0,0,0,0,1
529,PostGrad Degree,Relationship,54,635,2,49154.0,411,13,31.6,6,46.2,0,PhD,Married,2013-03-11,1960,1,1,69,206,10,67,30,27,71,6,4,1,8,0,0,0,0,0,0,0,0
530,PostGrad Degree,Single,39,659,1,47682.0,521,15,34.7,5,26.7,0,2n Cycle,Widow,2013-02-15,1975,0,1,80,162,61,83,97,57,61,4,4,3,8,0,0,0,0,0,0,0,3
531,Undergrad Degree,Single,45,444,1,72679.0,1168,16,73.0,1,6.2,0,Graduation,Single,2013-09-18,1969,0,1,65,619,54,260,127,54,54,1,4,7,5,0,0,0,0,0,0,0,1
532,PostGrad Degree,Relationship,37,171,2,57954.0,493,16,30.8,7,43.8,1,Master,Together,2014-06-18,1977,1,1,52,456,4,24,0,0,9,7,8,2,6,0,1,0,0,0,0,0,2
533,Undergrad Degree,Relationship,52,591,2,65316.0,260,10,26.0,4,20.0,0,Graduation,Married,2013-04-24,1962,1,1,65,112,6,92,3,9,38,2,3,2,5,0,0,0,0,0,0,0,0
534,Undergrad Degree,Single,32,537,1,28567.0,46,5,9.2,6,40.0,0,Graduation,Single,2013-06-17,1982,1,0,57,11,3,22,2,2,6,2,2,0,3,0,0,0,0,0,0,0,0
535,PostGrad Degree,Relationship,63,397,1,47352.0,319,12,26.6,7,33.3,0,Master,Together,2013-11-04,1951,0,1,70,172,12,112,8,0,15,4,6,1,5,0,0,0,0,0,0,0,2
536,Undergrad Degree,Relationship,47,322,1,44931.0,96,6,16.0,5,16.7,0,Graduation,Together,2014-01-18,1967,0,1,0,78,0,11,0,0,7,1,2,1,3,0,0,0,0,0,0,0,2
537,Undergrad Degree,Single,47,294,0,76982.0,1062,15,70.8,4,6.7,2,Graduation,Divorced,2014-02-15,1967,0,0,19,464,151,292,65,60,30,1,8,3,4,0,0,1,0,0,0,1,1
538,PostGrad Degree,Relationship,62,485,1,57247.0,232,10,23.2,2,20.0,0,2n Cycle,Together,2013-08-08,1952,0,1,50,99,4,32,37,54,6,2,2,1,7,0,0,0,0,0,0,0,2
539,PostGrad Degree,Single,33,348,1,22944.0,76,6,12.7,7,50.0,0,Master,Single,2013-12-23,1981,1,0,67,19,3,19,4,5,26,3,3,0,3,0,0,0,0,0,0,0,2
540,PostGrad Degree,Relationship,37,513,1,25315.0,54,6,9.0,8,50.0,0,2n Cycle,Together,2013-07-11,1977,1,0,46,1,9,8,11,3,22,3,3,0,3,0,0,0,0,0,0,0,0
541,Undergrad Degree,Single,45,911,1,43638.0,201,9,22.3,7,22.2,0,Graduation,Widow,2012-06-08,1969,0,1,37,63,10,83,7,19,19,2,4,1,4,0,0,0,0,0,0,0,0
542,PostGrad Degree,Single,30,738,1,42710.0,406,12,33.8,6,16.7,0,PhD,Single,2012-11-28,1984,1,0,38,252,3,42,4,3,102,2,4,5,3,0,0,0,0,0,0,0,0
543,PostGrad Degree,Relationship,32,516,0,84169.0,1919,19,101.0,3,5.3,3,PhD,Married,2013-07-08,1982,0,0,9,1478,19,403,0,19,0,1,7,6,6,0,1,1,0,0,0,1,1
544,Undergrad Degree,Relationship,38,609,1,54058.0,662,18,36.8,3,11.1,0,Graduation,Together,2013-04-06,1976,0,1,56,198,18,252,32,108,54,2,4,6,8,0,0,0,0,0,0,0,3
545,PostGrad Degree,Relationship,24,125,1,24683.0,41,6,6.8,5,33.3,0,2n Cycle,Married,2014-08-03,1990,1,0,98,8,4,10,6,7,6,2,2,0,4,0,0,0,0,0,0,0,2
546,Undergrad Degree,Single,50,158,0,85620.0,1600,13,123.1,1,7.7,1,Graduation,Widow,2014-07-01,1964,0,0,68,416,46,925,60,107,46,1,3,6,4,0,0,0,0,0,0,1,1
547,Undergrad Degree,Relationship,34,634,1,47850.0,134,7,19.1,6,14.3,0,Graduation,Married,2013-03-12,1980,1,0,72,42,7,43,20,12,10,1,3,0,4,0,0,0,0,0,0,0,0
548,Undergrad Degree,Relationship,46,314,2,19514.0,69,6,11.5,8,66.7,2,Graduation,Married,2014-01-26,1968,1,1,47,14,3,21,2,1,28,4,3,1,2,1,0,0,0,0,0,1,2
549,PostGrad Degree,Relationship,41,252,2,27159.0,21,4,5.2,6,50.0,0,Master,Married,2014-03-29,1973,1,1,33,17,0,3,0,0,1,2,1,0,3,0,0,0,0,0,0,0,2
550,PostGrad Degree,Single,51,250,2,39548.0,54,5,10.8,3,40.0,0,2n Cycle,Single,2014-03-31,1963,1,1,87,15,4,10,3,4,18,2,1,1,3,0,0,0,0,0,0,0,2
551,Undergrad Degree,Single,25,124,1,21474.0,91,6,15.2,7,33.3,2,Graduation,Single,2014-08-04,1989,1,0,0,6,16,24,11,0,34,2,3,1,2,1,0,0,0,0,0,1,2
552,PostGrad Degree,Single,43,157,1,60504.0,526,16,32.9,6,12.5,0,PhD,Single,2014-07-02,1971,0,1,73,458,0,24,6,4,34,2,6,2,8,0,0,0,0,0,0,0,2
553,Undergrad Degree,Relationship,51,597,0,22419.0,162,7,23.1,8,14.3,0,Graduation,Married,2013-04-18,1963,0,0,74,30,3,47,19,21,42,1,3,2,2,0,0,0,0,0,0,0,0
554,PostGrad Degree,Relationship,65,543,0,81698.0,1008,24,42.0,1,4.2,1,Master,Married,2013-06-11,1949,0,0,4,179,28,520,111,123,47,1,3,8,13,0,0,0,0,0,0,1,3
555,Undergrad Degree,Relationship,62,727,2,43462.0,240,10,24.0,8,60.0,0,Graduation,Together,2012-12-09,1952,1,1,50,90,17,97,15,6,15,6,4,1,5,0,0,0,0,0,0,0,0
556,PostGrad Degree,Single,36,702,1,54880.0,795,19,41.8,5,10.5,0,PhD,Single,2013-01-03,1978,1,0,57,308,85,137,102,45,118,2,6,2,11,0,0,0,0,0,0,0,3
557,Undergrad Degree,Relationship,32,581,0,79908.0,1772,18,98.4,2,5.6,1,Graduation,Married,2013-05-04,1982,0,0,30,557,129,761,29,185,111,1,5,6,7,0,0,1,0,0,0,0,1
558,PostGrad Degree,Relationship,44,638,0,15315.0,64,6,10.7,5,33.3,0,2n Cycle,Married,2013-03-08,1970,0,0,27,7,4,13,15,8,17,2,2,0,4,0,0,0,0,0,0,0,0
559,Undergrad Degree,Relationship,55,563,1,87771.0,1957,19,103.0,6,5.3,5,Graduation,Together,2013-05-22,1959,0,1,61,1492,38,287,50,57,33,1,5,10,4,0,1,1,1,1,0,1,1
560,Undergrad Degree,Relationship,36,453,1,33039.0,78,6,13.0,5,16.7,0,Graduation,Married,2013-09-09,1978,1,0,4,30,8,12,8,8,12,1,2,0,4,0,0,0,0,0,0,0,2
561,Undergrad Degree,Single,34,538,0,81741.0,1572,19,82.7,2,0.0,0,Graduation,Single,2013-06-16,1980,0,0,75,249,153,940,58,134,38,0,6,6,7,0,0,0,0,0,0,0,1
562,PostGrad Degree,Relationship,43,529,1,71499.0,795,24,33.1,4,8.3,0,Master,Together,2013-06-25,1971,0,1,12,465,25,132,136,0,37,2,8,3,13,0,0,0,0,0,0,0,3
563,PostGrad Degree,Relationship,44,325,1,62466.0,889,21,42.3,4,23.8,0,2n Cycle,Married,2014-01-15,1970,0,1,13,129,129,259,168,121,83,5,6,3,12,0,0,0,0,0,0,0,3
564,PostGrad Degree,Single,51,574,1,48799.0,331,12,27.6,3,25.0,0,PhD,Divorced,2013-05-11,1963,0,1,9,174,18,81,28,6,24,3,3,2,7,0,0,0,0,0,0,0,0
565,PostGrad Degree,Relationship,64,153,1,52157.0,265,10,26.5,4,20.0,0,PhD,Together,2014-07-06,1950,0,1,48,189,2,29,3,2,40,2,3,2,5,0,0,0,0,0,0,0,2
566,Undergrad Degree,Single,52,938,1,66565.0,1065,15,71.0,8,26.7,0,Graduation,Single,2012-05-12,1962,0,1,80,747,10,161,65,40,42,4,4,2,9,0,0,0,0,0,0,0,1
567,PostGrad Degree,Relationship,63,515,2,29298.0,11,3,3.7,5,33.3,0,Master,Together,2013-07-09,1951,1,1,60,6,0,2,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0
568,Undergrad Degree,Single,35,578,1,47691.0,21,3,7.0,6,33.3,0,Graduation,Single,2013-05-07,1979,0,1,43,14,0,3,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0
569,Undergrad Degree,Relationship,44,877,2,38200.0,17,3,5.7,7,33.3,0,Graduation,Together,2012-07-12,1970,1,1,19,12,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0
570,Undergrad Degree,Relationship,40,727,1,44989.0,369,11,33.5,6,45.5,0,Graduation,Married,2012-12-09,1974,0,1,26,98,0,106,49,10,106,5,5,1,5,0,0,0,0,0,0,0,0
571,PostGrad Degree,Relationship,46,313,2,38443.0,38,4,9.5,7,50.0,0,PhD,Married,2014-01-27,1968,1,1,58,32,0,5,0,0,1,2,1,0,3,0,0,0,0,0,0,0,2
572,PostGrad Degree,Single,36,449,1,38593.0,177,8,22.1,8,37.5,0,2n Cycle,Single,2013-09-13,1978,1,0,42,51,12,49,17,24,24,3,4,1,3,0,0,0,0,0,0,0,2
573,PostGrad Degree,Relationship,44,697,1,64413.0,279,11,25.4,5,9.1,0,PhD,Together,2013-01-08,1970,0,1,27,200,5,44,0,10,20,1,5,1,5,0,0,0,0,0,0,0,0
